title,full_text,generated
교황 젤라시오 1세,"젤라시오 1세는 492년 3월 1일 교황으로 취임했으나, 그의 전임자인 펠릭스 3세와 마찬가지로 동로마 제국 황제와 콘스탄티노폴리스 총대주교와의 갈등을 이어갔다.",1
아야 소피아,아야 소피아는 15세기 중반까지 1481년 건설된 미나렛 두 개를 기반으로 여러 차례 변화를 겪었다.,1
함화진,"1884년 고종 21년, 세대를 거쳐 왕실 악사를 지낸 함씨 가문에서 함화진(咸華鎭)이라는 이름으로 태어났다.",1
바클리즈,바클리즈에 대한 법적 분쟁.,1
Life in Cartoon Motion,2006년 미카는 아일랜드 레코드와 계약하여 데뷔 앨범을 녹음을 시작하였다.,1
2012년 종말론,"낸시 라이더는 자신의 웹사이트에서 3600년 주기로 지구를 향해 다가오는, 니비루라고 불리는 행성 X에 대한 예언을 펼쳤다.",1
아메리칸 인터내셔널 그룹,"2009년 3월, AIG는 경영난 해결을 위해 아시아 생명보험 부문인 AIA를 분리하고, 한국 AIG 생명보험도 AIA 산하로 넘어 2009년 6월 1일부터 AIA생명으로 상호명을 바꾸었다.",1
지그리스빌,"2011년 기준 지그리스빌의 실업률은 1.5%로, 1,639명의 고용인력은 1차, 2차, 3차 부문에 각각 333명, 167명, 1,138명으로 구성되었고, 2,177명의 주민 중 여성이 노동력의 41.8%를 차지했습니다.",1
즐라탄 이브라히모비치,"이브라히모비치는 2006년 인터 밀란으로 이적 후 여러 개인상을 수상하고 2009년 바르셀로나로 이적하기 전까지 밀란에서 성공적인 시절을 보냈으며, 이후 다시 밀란으로 복귀하여 파리 생제르맹으로 이적하기까지 뛰어난 활약을 이어갔다.",1
헨리 3세,"시몽의 반란 성공과 권력 장악은 왕실 외 출신이 왕위에 오른 최초의 사례로, 일부 역사학자들은 이를 민주주의의 시작으로 해석하기도 한다.",1
폴 오닐,"5번째 경기는 4번째 경기와 거의 똑같은 흐름을 보였고, 양키스는 9회까지 2-0으로 앞서 선두를 지켰으며, 오닐의 마지막 경기를 관람하는 팬들은 그를 열렬히 응원했다.",1
김준태 (시인),사진을 다시 오르는,1
고우영 삼국지,"이 애니메이션은 어린이들을 위한 작품이라 만화의 유머와 성숙한 주제가 배제되어, 유비의 이미지가 무술 실력을 가진 청년으로 재해석되고, 왕발은 오리지널 캐릭터로 등장하며 장비의 조수 역할을 맡게 되었다.",1
아녜스,"350년경 콘스탄티누스 1세의 딸 콘스탄티나 공주가 아녜스의 무덤 위에 자신의 이름을 딴 아고네 성당을 건립하고, 이후 수녀들은 매년 두 마리의 어린 양을 키우고 그 털을 교황에게 바치는 풍습을 시작했다.",1
알레고리 성경해석,알레고리적 해석의 성경적 이해 변화.,1
김대중 정부,"1998년 12월, 배순훈 정보통신부 장관은  görev에서 해임되었다.",1
"자유민주당 (독일, 1948년)","자민당은 모든 파트너 유형에 대해 법적 평등을 강조하며, 부부의 형태에 상관없이 동등한 권리를 보장해야 한다고 주장한다.",1
공감각,"각 음조마다 특정 색상을 연상시키는데, 예를 들어 C 장조는 흰색, A 장조는 불그스름한 장미빛이며, 단조로 바뀌면 인식되는 색상도 달라진다.",1
허적,서인과 남인의 당론 일치에도 불구하고 허목의 강력 반대와 남인 강경파들의 반발로 북벌론은 다시 무산되었다.,1
레온 S. 케네디,결국 대통령 아담 벤포트도 좀비가 되어 레온은 대통령을 처치해야만 했다.,1
전이 금속,"전이금속은 주기율표 4~7주기, 3~12족에 속하는 원소로, 같은 족뿐 아니라 같은 주기에서도 유사한 화학적 성질을 보이며, 특히 스칸듐에서 아연까지는 대표적인 전이금속으로 분류된다.",1
문재인,"2017년 5월 10일, 시진핑 주석은 문재인 당선을 축하하며 한중관계의 지속과 발전을 희망했고, 한중관계의 개선을 위한 노력을 약속했으며, 중국 국영매체 시보는 사드 배치 문제로 인한 한중관계의 긴장이 문재인 대통령의 당선으로 해소될 것으로 기대한다고 전했다.",1
오에이의 난,"호소카와와 아카마쓰 군대 5천여 기는 남쪽으로, 롯카쿠와 교고쿠 군대는 동쪽으로 침공하여 밤까지 치열한 전투를 벌였다.",1
마르크 샤갈,"그는 파리의 명성 있는 미술 학원 〈라 팔레트〉에 등록하여 우수한 화가들에게 배우고, 다른 아카데미에서도 작품 활동을 했으며, 루브르 박물관에서 렘브란트, 르넹 형제, 샤르댕, 반 고흐, 르노와르, 피사로, 마티스, 폴 고갱, 쿠르베, 밀레, 마네, 모네, 들라크루 등 거장들의 작품을 연구하며 파리에서 예술을 깊이 탐구했습니다.",1
파이썬,"초기 파이썬은 미국 중심 개발로 인해 2바이트 문자 지원이 부족했으나, 파이썬 2.0부터 유니코드 문자형 도입으로 다양한 언어 지원이 가능해졌고, 문자 인코딩과 유니코드 표현을 명확히 구분하여 한글 처리 문제를 해결했습니다.",1
벨 (디즈니),벨의 노란색 드레스는 1953년 영화 《로만 홀리데이》의 오드리 햅번이 입은 드레스를 떠올리게 한다.,1
토니모리,토니모리 베스트셀러 젤 타입 아이라이너는 뛰어난 고정력과 번짐 방지 효과로 소비자와 메이크업 아티스트 사이에서 인기를 끌고 있다.,1
아연공기전지,"버튼형 전지는 아연, 분리막, 전해질로 구성되며, 양극은 덮개에 촉매가 들어간 3층 구조로, 공기가 통과할 수 있는 외부 출입구를 통해 산소를 얻습니다.",1
뉴질랜드의 환경,뉴질랜드 검역당국은 외국에서 유입되는 동물과 화물을 엄격하게 검역하여 뉴질랜드 생태계에 악영향을 미칠 수 있는 외래종의 유입을 차단하고자 노력하고 있다.,1
닌텐독스,중고점에서 드물게 볼 수 있는 기타 수집품은 높은 가격으로 거래될 수 있다.,1
주민등록번호,민간기관에서의 주민등록번호 수집,1
도라에몽,"로봇이지만 인간처럼 대우받는 도라에몽은 현대 일본을 배경으로 하지만, 그의 다양한 도구를 통해 시간과 공간을 초월하여 다양한 세계로 여행한다.",1
어센션섬,"이 섬에는 주민이 거주하며, 그들은 주로 회사나 조직에 소속된 구성원과 그 가족으로 이루어져 880명 정도의 인구를 자랑하며, 그 중 70명은 미국 시민입니다.",1
겨울연가,"《겨울연가》는 관광, 국가 이미지 제고, 한류 확산 등 다양한 측면에서 막대한 경제적 파급효과를 가져왔고, 한류 연구의 핵심 주제로 자리 잡았다.",1
유자업,"꿈에서 왕태후가 즉위자격에 대한 저주를 내리고, 문제의 후손들에게 황제를 물려줄 것이라 맹세하며, 이에 황실의 형제들과 그 아들을 모두 죽이거나 잔혹하게 학대했다.",1
2021년 서울특별시장 보궐선거,자세한 조사 방법 등은 중앙선거여론조사심의위원회 홈페이지에서 확인 가능합니다.,1
데미안 라이스,"올림피아 시어터 콘서트에서의 성공 이후, 라이스는 주니퍼의 음악적 방향과 음반사의 요구에 대한 만족감을 잃고, 인간적인 의무감 때문에 스타일 변화를 강요받는 것 같아 힘들어했다.",1
자유민주당 (일본),신생당 하타 쓰토무 총리가 이어받았지만 연립 정권은 오래가지 못하고 정책 갈등으로 인해 불협화음이 심해지자 자민당은 사회당과 연립하여 3당 연정을 구성했다.,1
피에르츠-파울리 작용,"피에르츠-파울리 작용은 스핀 2의 무질량 자유 입자를 기술하는 작용으로, 일반 상대성 이론과 다른 중력 이론의 선형화 극한을 나타낸다.",1
프랑키 (원피스),"프랑키는 사이보그적인 강철 몸과 다양한 무기를 사용하며, 콜라를 통해 에너지를 얻어 위력을 높이는 특징이 있다.",1
여교황,다음과 같은 제설이 있습니다.,1
체스 규칙,"게임 시작 후에는 자신의 차례가 되면서만 기물을 조정하거나 옮기고, 기물을 조정할 뿐 움직이지 않는다면 'J'adoube'라고 말하여 상대에게 미리 알려야 한다.",1
존 러틀리지,"그는 1782년~1783년 대륙회의 대표를 맡았고, 이후 1784년부터 1790년까지 연방 의회 하원 의원으로 재직하며 1787년 헌법 제정 회의에서도 주요 의의원으로 활약하여 온건 민족주의적 입장을 옹호했습니다.",1
목야 전투,"목야 전투에서 은나라가 70만 대군을, 주나라가 제후들의 군을 합쳐 40만 대군을 동원했고, 황하에서와 같은 폭우가 내리자 발은 과거 탕왕이 걸왕을 물리친 명조 전투를 예로 들며 주나라의 승리에 대한 긍정적인 전조를 이야기했다.",1
로마법 대전,"565년 사망할 때까지 유스티니아누스 황제는 158개의 칙법을 발표했으며, 이는 그의 뒤에 따라 개인이 모아 '신칙법'이라는 명칭으로 출판되었다.",1
삼니움인,"선사시대에 공통어를 사용한 사람들이 삼니움과 움브리아 지역으로 확산되었으며, 이들은 기원전 600년경에 공동 이탈리아족이었고 이후 언어가 다양한 방언으로 분화되었을 가능성이 제기되고 있습니다.",1
겨울왕국 2,"이 영화는 800명의 작가진과 80명의 애니메이터가 힘을 합쳐 만들었고, 토니 스미드와 베키 브러지가 수석 애니메이터로, 이현민이 안나의 애니메이션 감독, 웨인 언튼이 엘사의 애니메이션 감독을 맡았습니다.",1
우수하,"아리, 민과 함께 경찰관으로 변신한 주인공은 과학수사대원으로서 유괴범들의 차를 추적하고, 쓰레기통 분석을 통해 지문을 찾아 슈엘을 구출하는 데 성공했다.",1
니우아포오우어,"단어의 강세는 일반적으로 두 번째 음절에 위치하지만, 단음절어는 혼자서는 음운론적 단어를 이룰 수 없고, 다른 단어와 결합해야 하며, 통가어처럼 한정 명사구의 마지막 단어의 강세는 마지막 음절로 옮겨지는 한정 강세 현상도 존재한다.",1
노바스코샤주,"노바스코샤에는 최소 10,000년 전부터 인류가 거주했으며, 초기 주민들은 주로 순록을 사냥하며 살았던 구석기 시대 인디언으로, 그들의 후손을 자처하는 미크마크 족이 유럽인들이 도착하기 전까지 그곳에 살았다.",1
태양과 바다의 교실,2008년 7월 21일부터 9월 22일까지 매주 월요일 저녁 9시에 후지 TV에서 방송된 오다 유지 주연 드라마 《태양과 바다의 교실》은 9시 54분까지 54분간 방영되었다.,1
국민의힘,"초선인 김병욱, 황보승희 의원을 중심으로 구성된 청년의힘은 2021년 4월 전당대회를 통해 초대 당 대표를 선출하고, 2030세대 젊은 인재 육성을 핵심 목표로 두며 22대 국회의원 선거에서 2030 청년 국회의원을 두 자릿수 이상으로 늘리겠다는 목표를 제시했다.",1
잔루카 팔리우카,이탈리아 출신의 은퇴한 축구 선수 잔루카 팔리우카는 골키퍼로 활동했다.,1
행렬의 합동,행렬의 합동은 동일성 관계이다.,1
콜럼버스 이전의 시대,"콜럼버스 이전 시대는 크리스토퍼 콜럼버스가 1492년부터 1504년까지 항해하기 전의 시대를 의미하며, 주로 유럽의 정복이나 영향력이 미치기 전 미주인디언의 고유 문화 전체를 지칭한다.",1
게이코 천황,"게이코 12년, 구마소의 배반으로 8월 천황이 직접 서쪽으로 출정하여 스오의 사바에게 정보를 얻고 구마소 다케루를 처형하여 다음 해 여름에 구마소를 평정했다.",1
LD 알라후엘렌세,알라후엘렌세는 코스타리카 역사상 최초로 CONCACAF 챔피언스리그 우승을 차지하며 코파 인테라메리카나에 진출하는 등 중앙아메리카 축구계에서 뛰어난 성과를 거두었다.,1
총풍 사건,"2003년 대법원은 오정, 한성기, 장석중, 이른바 총풍 3인방이 국가보안법상 회합, 통신 위반 혐의로 유죄를 확정했고, 수사 지시를 하지 않은 혐의로 기소된 권영해 전 안기부장은 무죄가 확정되었다.",1
슈어드,2.40%의 인구가 히스패닉이나 라틴계 인종에 속해 있었다.,1
폭스바겐,"1938년 5월 26일, KdF-Stadt(현재의 니더작센주 볼프스부르크)에서 시작된 새로운 공장은 제2차 세계대전 발발 직전인 1939년까지 많은 차량을 생산하지 못하고 멈춰섰다.",1
대한민국 식품의약품안전처,식품의약품안전처에 배치되는 공무원 인원은 다음과 같습니다.,1
세줄무늬올빼미원숭이,"세줄무늬올빼미원숭이는 신세계원숭이에 속하는 올빼미원숭이로, 북부올빼미원숭이라는 다른 이름으로도 불리며 베네수엘라와 브라질 북중부에 서식한다.",1
DNA,형성된 mRNA는 리보솜으로 이동하여 아미노산을 연결하는 단백질 합성 과정을 거친다.,1
